text|[[35.41, 14.51], [41.96, 177.88]]
text|[[50.57, 32.41], [57.60, 102.30]]
text|[[127.94, 21.89], [157.53, 115.00]]
text|[[167.36, 50.06], [219.02, 102.79]]
text|[[225.69, 22.01], [256.01, 115.24]]
text|[[266.32, 38.70], [317.49, 91.66]]
text|[[323.31, 26.48], [341.75, 110.65]]
text|[[350.48, 49.82], [407.96, 87.07]]
text|[[411.97, 28.90], [436.34, 108.23]]
text|[[444.59, 50.06], [502.07, 92.15]]
text|[[506.68, 22.37], [524.26, 115.36]]
text|[[532.88, 49.10], [590.36, 87.55]]
text|[[595.45, 22.01], [630.74, 115.24]]
text|[[631.35, 45.71], [682.77, 84.16]]
text|[[685.32, 23.10], [709.81, 115.61]]
text|[[725.46, 22.37], [761.72, 117.18]]
text|[[50.21, 145.11], [60.15, 206.06]]
text|[[40.26, 202.43], [62.58, 226.37]]
text|[[49.24, 225.89], [57.73, 287.56]]
text|[[65.61, 127.46], [85.98, 234.48]]
text|[[86.59, 134.83], [89.62, 170.87]]
text|[[89.38, 127.46], [195.86, 178.97]]
text|[[196.58, 127.09], [252.01, 153.58]]
text|[[255.28, 127.82], [370.37, 179.09]]
text|[[198.16, 155.75], [253.22, 180.42]]
text|[[88.41, 180.42], [265.35, 235.20]]
text|[[266.44, 184.17], [269.95, 234.84]]
text|[[65.25, 237.74], [201.19, 291.43]]
text|[[202.04, 240.04], [205.68, 291.31]]
text|[[206.65, 239.92], [253.22, 266.88]]
text|[[254.19, 240.16], [260.98, 266.76]]
text|[[261.83, 239.68], [269.71, 266.40]]
text|[[37.84, 296.75], [51.66, 446.70]]
text|[[56.27, 296.99], [69.85, 427.35]]
text|[[206.65, 270.63], [208.35, 293.61]]
text|[[257.22, 271.12], [259.16, 291.19]]
text|[[265.71, 269.18], [268.62, 274.99]]
text|[[260.62, 275.47], [263.65, 286.59]]
text|[[265.47, 278.61], [268.86, 291.43]]
text|[[75.55, 295.30], [268.01, 347.78]]
text|[[74.70, 352.02], [113.88, 402.92]]
text|[[73.98, 407.76], [112.66, 458.19]]
text|[[276.26, 207.51], [286.45, 323.36]]
text|[[290.57, 191.79], [341.51, 233.39]]
text|[[290.45, 303.04], [305.00, 334.36]]
text|[[307.91, 260.23], [311.19, 320.70]]
text|[[311.92, 252.86], [316.52, 328.68]]
text|[[347.33, 195.05], [354.97, 231.94]]
text|[[319.92, 295.30], [329.38, 311.75]]
text|[[330.11, 237.01], [341.99, 315.86]]
text|[[341.99, 248.14], [346.60, 316.34]]
text|[[346.60, 237.01], [346.84, 290.71]]
text|[[332.53, 315.86], [341.99, 340.53]]
text|[[361.64, 207.15], [364.91, 231.69]]
text|[[348.42, 245.72], [357.64, 286.47]]
text|[[360.79, 235.81], [364.43, 282.72]]
text|[[347.69, 292.88], [363.34, 336.54]]
text|[[133.52, 369.31], [139.59, 392.04]]
text|[[143.22, 362.78], [150.14, 441.62]]
text|[[151.35, 389.14], [152.80, 434.85]]
text|[[152.80, 362.90], [161.78, 436.66]]
text|[[162.63, 363.26], [165.42, 427.71]]
text|[[165.42, 362.90], [168.45, 393.25]]
text|[[169.06, 363.14], [181.06, 419.73]]
text|[[182.15, 363.02], [193.92, 411.51]]
text|[[128.19, 364.23], [136.07, 412.36]]
text|[[136.07, 363.02], [141.65, 461.94]]
text|[[141.65, 443.56], [153.29, 461.94]]
text|[[153.29, 437.27], [163.48, 461.94]]
text|[[163.48, 435.33], [167.11, 453.96]]
text|[[167.11, 431.22], [172.69, 461.94]]
text|[[172.69, 441.14], [182.15, 446.46]]
text|[[182.15, 427.84], [194.77, 447.91]]
text|[[272.26, 351.65], [295.91, 452.02]]
text|[[295.91, 352.14], [301.49, 355.16]]
text|[[296.39, 363.02], [342.72, 451.90]]
text|[[362.49, 394.94], [366.12, 421.43]]
text|[[377.16, 185.98], [399.47, 351.41]]
text|[[400.69, 186.23], [422.27, 379.22]]
text|[[429.55, 185.50], [450.17, 276.92]]
text|[[455.99, 292.88], [485.09, 337.87]]
text|[[486.55, 185.74], [521.48, 341.01]]
text|[[452.59, 184.77], [486.55, 281.52]]
text|[[450.17, 348.75], [479.76, 424.69]]
text|[[522.20, 238.95], [527.54, 249.83]]
text|[[527.54, 128.18], [742.68, 346.09]]
text|[[742.68, 128.18], [745.35, 144.14]]
text|[[745.35, 128.18], [745.83, 135.92]]
text|[[532.51, 424.09], [549.25, 449.60]]
text|[[520.02, 343.91], [551.31, 423.72]]
text|[[551.31, 359.51], [566.35, 431.58]]
text|[[573.87, 379.47], [600.79, 458.07]]
text|[[574.59, 350.08], [590.97, 378.86]]
text|[[610.49, 350.32], [728.97, 454.20]]
text|[[743.53, 144.99], [754.68, 408.12]]
text|[[735.64, 429.29], [758.20, 461.45]]
