text|[[25.22, 40.87], [37.84, 152.12]]
text|[[42.20, 40.75], [45.96, 49.22]]
text|[[41.23, 106.29], [45.11, 151.16]]
text|[[50.93, 18.50], [67.06, 184.17]]
text|[[69.97, 18.99], [86.47, 93.96]]
text|[[74.70, 97.95], [85.38, 172.32]]
text|[[85.98, 39.30], [90.23, 172.20]]
text|[[90.23, 18.86], [94.96, 155.03]]
text|[[94.59, 16.08], [333.74, 93.72]]
text|[[91.20, 148.86], [94.96, 172.20]]
text|[[96.41, 96.38], [246.18, 172.32]]
text|[[247.03, 95.29], [334.11, 170.87]]
text|[[25.71, 177.76], [31.41, 331.22]]
text|[[50.93, 184.77], [54.82, 345.61]]
text|[[54.82, 184.77], [56.76, 334.72]]
text|[[56.76, 184.77], [67.43, 334.00]]
text|[[67.43, 184.77], [67.67, 345.36]]
text|[[67.67, 178.00], [68.16, 345.36]]
text|[[68.16, 177.76], [105.75, 345.36]]
text|[[29.83, 354.43], [34.93, 410.91]]
text|[[38.32, 353.95], [47.90, 455.04]]
text|[[57.85, 334.48], [63.30, 406.19]]
text|[[63.30, 334.00], [67.43, 465.93]]
text|[[68.16, 351.53], [86.83, 466.17]]
text|[[87.32, 351.29], [91.32, 407.16]]
text|[[91.93, 378.62], [94.23, 406.92]]
text|[[91.56, 351.41], [94.11, 376.20]]
text|[[94.59, 351.05], [192.34, 407.16]]
text|[[192.82, 356.85], [195.74, 406.92]]
text|[[88.53, 410.42], [193.31, 466.77]]
text|[[193.79, 410.42], [197.55, 466.17]]
text|[[196.46, 351.05], [201.44, 465.56]]
text|[[236.85, 174.86], [254.55, 343.07]]
text|[[200.22, 351.05], [240.61, 406.92]]
text|[[256.37, 182.36], [272.62, 391.07]]
text|[[343.20, 16.08], [356.54, 105.08]]
text|[[358.73, 14.27], [513.35, 90.69]]
text|[[359.21, 93.72], [513.11, 169.54]]
text|[[522.57, 15.12], [535.91, 117.42]]
text|[[538.33, 11.85], [691.50, 89.24]]
text|[[692.71, 12.21], [742.68, 40.15]]
text|[[712.12, 43.78], [744.74, 85.13]]
text|[[538.45, 91.90], [747.04, 167.97]]
text|[[273.23, 172.68], [503.41, 229.76]]
text|[[504.01, 171.35], [646.14, 227.95]]
text|[[646.87, 170.75], [748.14, 226.86]]
text|[[272.87, 233.63], [276.38, 288.65]]
text|[[276.99, 232.90], [371.58, 288.65]]
text|[[272.26, 292.28], [276.02, 347.54]]
text|[[276.50, 291.79], [359.58, 347.54]]
text|[[272.14, 351.17], [286.21, 406.79]]
text|[[286.69, 350.93], [358.48, 406.92]]
text|[[201.80, 410.42], [209.32, 466.05]]
text|[[209.68, 410.18], [285.23, 466.89]]
text|[[292.27, 412.12], [321.62, 459.03]]
text|[[323.68, 410.18], [356.91, 465.56]]
text|[[373.04, 239.92], [387.35, 454.20]]
text|[[390.14, 231.57], [553.61, 287.56]]
text|[[389.29, 291.19], [421.42, 346.69]]
text|[[422.15, 291.19], [425.43, 346.45]]
text|[[388.32, 350.44], [424.34, 406.31]]
text|[[423.97, 382.13], [425.43, 403.41]]
text|[[425.91, 291.07], [430.16, 348.75]]
text|[[430.04, 291.07], [433.43, 346.33]]
text|[[434.04, 290.46], [541.73, 346.45]]
text|[[432.22, 349.72], [540.52, 406.19]]
text|[[557.49, 238.34], [570.71, 389.26]]
text|[[572.41, 230.48], [612.31, 286.47]]
text|[[572.17, 289.62], [612.19, 345.61]]
text|[[613.04, 230.85], [637.17, 345.00]]
text|[[637.05, 230.85], [640.57, 284.66]]
text|[[640.93, 229.76], [747.77, 285.87]]
text|[[639.35, 288.77], [747.89, 345.00]]
text|[[571.68, 347.90], [748.01, 404.98]]
text|[[387.35, 409.94], [435.98, 465.44]]
text|[[438.77, 407.04], [701.20, 465.32]]
text|[[702.05, 410.91], [704.36, 463.87]]
text|[[704.84, 429.53], [707.02, 463.75]]
text|[[704.36, 407.88], [706.78, 431.22]]
text|[[707.27, 407.76], [711.75, 428.56]]
text|[[714.91, 407.52], [724.85, 464.11]]
text|[[728.13, 407.52], [732.85, 463.75]]
text|[[736.37, 407.28], [748.74, 463.39]]
